id,Last Name,First Name,Congress Number,Year at Start of Congress,State Code,Chamber of Congress,Congressional District,Party,Year First Elected,Gender,Size of House Delegation from Member's State,Race,Total Bills Sponsored,Total Bills with Action in Committee,Total Bills with Action Beyond Committee,Total Bills Passed Chamber,Total Bills Became Law,""
4612,Hatch,Orrin,115.0,2017.0,UT,Senate,State-Wide,Republican,1976.0,Male,4.0,Caucasian,109.0,18.0,16.0,9.0,4.0,
4613,Heck,Denny,115.0,2017.0,WA,House of Representative,10.0,Democrat,2012.0,Male,10.0,Caucasian,7.0,1.0,1.0,1.0,0.0,
4614,Heinrich,Martin,115.0,2017.0,NM,Senate,State-Wide,Democrat,2012.0,Male,3.0,Caucasian,23.0,7.0,4.0,2.0,0.0,
4615,Heitkamp,Heidi,115.0,2017.0,ND,Senate,State-Wide,Democrat,2012.0,Female,1.0,Caucasian,34.0,7.0,5.0,4.0,0.0,
4616,Heller,Dean,115.0,2017.0,NV,Senate,State-Wide,Republican,2011.0,Male,4.0,Caucasian,65.0,13.0,6.0,4.0,2.0,
4617,Hensarling,Jeb,115.0,2017.0,TX,House of Representative,5.0,Republican,2002.0,Male,36.0,Caucasian,2.0,1.0,1.0,1.0,0.0,
4618,Herrera Beutler,Jaime,115.0,2017.0,WA,House of Representative,3.0,Republican,2010.0,Female,10.0,Latino/a,11.0,2.0,4.0,4.0,3.0,
4619,Hice,Jody,115.0,2017.0,GA,House of Representative,10.0,Republican,2014.0,Male,14.0,Caucasian,15.0,6.0,6.0,3.0,0.0,
4620,Higgins,Clay,115.0,2017.0,LA,House of Representative,3.0,Republican,2016.0,Male,6.0,Caucasian,21.0,4.0,5.0,5.0,0.0,
4621,Higgins,Brian,115.0,2017.0,NY,House of Representative,26.0,Democrat,2004.0,Male,27.0,Caucasian,7.0,0.0,0.0,0.0,0.0,
4622,Hill,French,115.0,2017.0,AR,House of Representative,2.0,Republican,2014.0,Male,4.0,Caucasian,17.0,9.0,10.0,7.0,2.0,
4623,Himes,James,115.0,2017.0,CT,House of Representative,4.0,Democrat,2008.0,Male,5.0,Caucasian,14.0,2.0,3.0,2.0,1.0,
4624,Hirono,Mazie,115.0,2017.0,HI,Senate,State-Wide,Democrat,2012.0,Female,2.0,Asian-American,40.0,5.0,4.0,3.0,3.0,
4625,Hoeven,John,115.0,2017.0,ND,Senate,State-Wide,Republican,2010.0,Male,1.0,Caucasian,29.0,9.0,9.0,5.0,3.0,
4626,Holding,George,115.0,2017.0,NC,House of Representative,2.0,Republican,2012.0,Male,13.0,Caucasian,12.0,1.0,1.0,1.0,0.0,
4627,Hollingsworth,Trey,115.0,2017.0,IN,House of Representative,9.0,Republican,2016.0,Male,9.0,Caucasian,7.0,5.0,5.0,1.0,0.0,
4628,Hoyer,Steny,115.0,2017.0,MD,House of Representative,5.0,Democrat,1981.0,Male,8.0,Caucasian,5.0,0.0,0.0,0.0,0.0,
4629,Hudson,Richard,115.0,2017.0,NC,House of Representative,8.0,Republican,2012.0,Male,13.0,Caucasian,18.0,5.0,6.0,5.0,2.0,
4630,Huffman,Jared,115.0,2017.0,CA,House of Representative,2.0,Democrat,2012.0,Male,53.0,Caucasian,31.0,2.0,2.0,1.0,0.0,
4631,Huizenga,Bill,115.0,2017.0,MI,House of Representative,2.0,Republican,2010.0,Male,14.0,Caucasian,10.0,7.0,7.0,3.0,0.0,
4632,Hultgren,Randy,115.0,2017.0,IL,House of Representative,14.0,Republican,2010.0,Male,18.0,Caucasian,18.0,8.0,8.0,7.0,2.0,
4633,Hunter,Duncan,115.0,2017.0,CA,House of Representative,50.0,Republican,2008.0,Male,53.0,Caucasian,18.0,5.0,5.0,1.0,0.0,
4634,Hurd,William,115.0,2017.0,TX,House of Representative,23.0,Republican,2014.0,Male,36.0,African-American,12.0,6.0,7.0,6.0,2.0,
4635,Hyde-Smith,Cindy,115.0,2017.0,MS,Senate,State-Wide,Republican,2018.0,Female,4.0,Caucasian,3.0,0.0,0.0,0.0,0.0,
4636,Inhofe,James,115.0,2017.0,OK,Senate,State-Wide,Republican,1994.0,Male,5.0,Caucasian,30.0,3.0,4.0,2.0,2.0,
4637,Isakson,Johnny,115.0,2017.0,GA,Senate,State-Wide,Republican,2004.0,Male,14.0,Caucasian,24.0,6.0,6.0,2.0,2.0,
4638,Issa,Darrell,115.0,2017.0,CA,House of Representative,49.0,Republican,2000.0,Male,53.0,Caucasian,31.0,6.0,7.0,3.0,1.0,
4639,Jackson Lee,Sheila,115.0,2017.0,TX,House of Representative,18.0,Democrat,1994.0,Female,36.0,African-American,55.0,2.0,4.0,4.0,0.0,
4640,Jayapal,Pramila,115.0,2017.0,WA,House of Representative,7.0,Democrat,2016.0,Female,10.0,Asian-American,11.0,0.0,0.0,0.0,0.0,
4641,Jeffries,Hakeem,115.0,2017.0,NY,House of Representative,8.0,Democrat,2012.0,Male,27.0,African-American,13.0,5.0,4.0,4.0,1.0,
4642,Jenkins,Evan,115.0,2017.0,WV,House of Representative,3.0,Republican,2014.0,Male,3.0,Caucasian,10.0,2.0,2.0,1.0,1.0,
4643,Jenkins,Lynn,115.0,2017.0,KS,House of Representative,2.0,Republican,2008.0,Female,4.0,Caucasian,26.0,6.0,7.0,6.0,0.0,
4644,Johnson,Bill,115.0,2017.0,OH,House of Representative,6.0,Republican,2010.0,Male,16.0,Caucasian,12.0,5.0,4.0,3.0,0.0,
4645,Johnson,Mike,115.0,2017.0,LA,House of Representative,4.0,Republican,2016.0,Male,6.0,Caucasian,10.0,7.0,7.0,3.0,0.0,
4646,Johnson,Sam,115.0,2017.0,TX,House of Representative,3.0,Republican,1991.0,Male,36.0,Caucasian,34.0,5.0,7.0,5.0,2.0,
4647,Johnson,Eddie,115.0,2017.0,TX,House of Representative,30.0,Democrat,1992.0,Female,36.0,African-American,9.0,0.0,0.0,0.0,0.0,
4648,Johnson,Henry,115.0,2017.0,GA,House of Representative,4.0,Democrat,2006.0,Male,14.0,African-American,17.0,0.0,0.0,0.0,0.0,
4649,Johnson,Ron,115.0,2017.0,WI,Senate,State-Wide,Republican,2010.0,Male,8.0,Caucasian,25.0,18.0,18.0,6.0,3.0,
4650,Jones,Walter,115.0,2017.0,NC,House of Representative,3.0,Republican,1994.0,Male,13.0,Caucasian,14.0,1.0,1.0,1.0,0.0,
4651,Jones,Brenda,115.0,2017.0,MI,House of Representative,13.0,Democrat,2018.0,Female,14.0,African-American,2.0,0.0,0.0,0.0,0.0,
4652,Jones,Doug,115.0,2017.0,AL,Senate,State-Wide,Democrat,2017.0,Male,7.0,Caucasian,10.0,1.0,1.0,1.0,1.0,
4653,Jordan,Jim,115.0,2017.0,OH,House of Representative,4.0,Republican,2006.0,Male,16.0,Caucasian,2.0,0.0,0.0,0.0,0.0,
4654,Joyce,David,115.0,2017.0,OH,House of Representative,14.0,Republican,2012.0,Male,16.0,Caucasian,8.0,1.0,1.0,1.0,0.0,
4655,Kaine,Tim,115.0,2017.0,VA,Senate,State-Wide,Democrat,2012.0,Male,11.0,Caucasian,26.0,6.0,5.0,0.0,0.0,
4656,Kaptur,Marcy,115.0,2017.0,OH,House of Representative,9.0,Democrat,1982.0,Female,16.0,Caucasian,12.0,1.0,1.0,1.0,0.0,
4657,Katko,John,115.0,2017.0,NY,House of Representative,24.0,Republican,2014.0,Male,27.0,Caucasian,29.0,13.0,15.0,14.0,3.0,
4658,Keating,William,115.0,2017.0,MA,House of Representative,9.0,Democrat,2010.0,Male,9.0,Caucasian,16.0,2.0,3.0,2.0,0.0,
4659,Kelly,Mike,115.0,2017.0,PA,House of Representative,3.0,Republican,2010.0,Male,18.0,Caucasian,32.0,5.0,7.0,5.0,2.0,
4660,Kelly,Trent,115.0,2017.0,MS,House of Representative,1.0,Republican,2015.0,Male,4.0,Caucasian,7.0,0.0,0.0,0.0,0.0,
4661,Kelly,Robin,115.0,2017.0,IL,House of Representative,2.0,Democrat,2012.0,Female,18.0,African-American,15.0,2.0,2.0,2.0,2.0,
4662,Kennedy,Joseph,115.0,2017.0,MA,House of Representative,4.0,Democrat,2012.0,Male,9.0,Caucasian,11.0,1.0,2.0,2.0,0.0,
4663,Kennedy,John,115.0,2017.0,LA,Senate,State-Wide,Republican,2016.0,Male,6.0,Caucasian,26.0,6.0,4.0,4.0,4.0,
4664,Khanna,Ro,115.0,2017.0,CA,House of Representative,17.0,Democrat,2016.0,Female,53.0,Asian-American,12.0,2.0,2.0,2.0,2.0,
4665,Kihuen,Ruben,115.0,2017.0,NV,House of Representative,4.0,Democrat,2016.0,Male,4.0,Latino/a,9.0,3.0,3.0,1.0,1.0,
4666,Kildee,Daniel,115.0,2017.0,MI,House of Representative,5.0,Democrat,2012.0,Male,14.0,Caucasian,19.0,0.0,0.0,0.0,0.0,
4667,Kilmer,Derek,115.0,2017.0,WA,House of Representative,6.0,Democrat,2012.0,Male,10.0,Caucasian,30.0,2.0,2.0,2.0,0.0,
4668,Kind,Ron,115.0,2017.0,WI,House of Representative,3.0,Democrat,1996.0,Male,8.0,Caucasian,20.0,0.0,0.0,0.0,0.0,
4669,King,Peter,115.0,2017.0,NY,House of Representative,2.0,Republican,1992.0,Male,27.0,Caucasian,23.0,3.0,4.0,4.0,1.0,
4670,King,Steve,115.0,2017.0,IA,House of Representative,4.0,Republican,2002.0,Male,4.0,Caucasian,38.0,4.0,2.0,1.0,0.0,
4671,King,Angus,115.0,2017.0,ME,Senate,State-Wide,Independent,2012.0,Male,2.0,Caucasian,23.0,6.0,4.0,2.0,0.0,
4672,Kinzinger,Adam,115.0,2017.0,IL,House of Representative,16.0,Republican,2010.0,Male,18.0,Caucasian,20.0,4.0,5.0,4.0,0.0,
4673,Klobuchar,Amy,115.0,2017.0,MN,Senate,State-Wide,Democrat,2006.0,Female,8.0,Caucasian,69.0,11.0,10.0,8.0,4.0,
4674,Knight,Steve,115.0,2017.0,CA,House of Representative,25.0,Republican,2014.0,Male,53.0,Caucasian,27.0,9.0,10.0,10.0,5.0,
4675,Krishnamoorthi,Raja,115.0,2017.0,IL,House of Representative,8.0,Democrat,2016.0,Male,18.0,Asian-American,16.0,1.0,1.0,1.0,1.0,
4676,Kuster,Ann,115.0,2017.0,NH,House of Representative,2.0,Democrat,2012.0,Female,2.0,Caucasian,24.0,5.0,5.0,3.0,1.0,
4677,Kustoff,David,115.0,2017.0,TN,House of Representative,8.0,Republican,2016.0,Male,9.0,Caucasian,13.0,5.0,5.0,3.0,0.0,
4678,Kyl,Jon,115.0,2017.0,AZ,Senate,State-Wide,Republican,1994.0,Male,9.0,Caucasian,3.0,0.0,0.0,0.0,0.0,
4679,Labrador,Raul,115.0,2017.0,ID,House of Representative,1.0,Republican,2010.0,Male,2.0,Latino/a,8.0,4.0,4.0,1.0,1.0,
4680,LaHood,Darin,115.0,2017.0,IL,House of Representative,18.0,Republican,2015.0,Male,18.0,Caucasian,15.0,3.0,4.0,4.0,2.0,
4681,LaMalfa,Doug,115.0,2017.0,CA,House of Representative,1.0,Republican,2012.0,Male,53.0,Caucasian,17.0,5.0,5.0,4.0,1.0,
4682,Lamb,Conor,115.0,2017.0,PA,House of Representative,18.0,Democrat,2018.0,Male,18.0,Caucasian,7.0,0.0,0.0,0.0,0.0,
4683,Lamborn,Doug,115.0,2017.0,CO,House of Representative,5.0,Republican,2006.0,Male,7.0,Caucasian,14.0,5.0,6.0,6.0,0.0,
4684,Lance,Leonard,115.0,2017.0,NJ,House of Representative,7.0,Republican,2008.0,Male,12.0,Caucasian,22.0,4.0,4.0,2.0,1.0,
4685,Langevin,James,115.0,2017.0,RI,House of Representative,2.0,Democrat,2000.0,Male,2.0,Caucasian,34.0,1.0,2.0,2.0,0.0,
4686,Lankford,James,115.0,2017.0,OK,Senate,State-Wide,Republican,2014.0,Male,5.0,Caucasian,25.0,10.0,10.0,0.0,0.0,
4687,Larsen,Rick,115.0,2017.0,WA,House of Representative,2.0,Democrat,2000.0,Male,10.0,Caucasian,11.0,1.0,0.0,0.0,0.0,
4688,Larson,John,115.0,2017.0,CT,House of Representative,1.0,Democrat,1998.0,Male,5.0,Caucasian,7.0,1.0,2.0,2.0,2.0,
4689,Latta,Robert,115.0,2017.0,OH,House of Representative,5.0,Republican,2007.0,Male,16.0,Caucasian,24.0,7.0,8.0,7.0,1.0,
4690,Lawrence,Brenda,115.0,2017.0,MI,House of Representative,14.0,Democrat,2014.0,Female,14.0,African-American,21.0,0.0,0.0,0.0,0.0,
4691,Lawson,Al,115.0,2017.0,FL,House of Representative,5.0,Democrat,2016.0,Male,27.0,African-American,18.0,3.0,3.0,3.0,1.0,
4692,Leahy,Patrick,115.0,2017.0,VT,Senate,State-Wide,Democrat,1974.0,Male,1.0,Caucasian,15.0,1.0,1.0,0.0,0.0,
4693,Lee,Barbara,115.0,2017.0,CA,House of Representative,13.0,Democrat,1998.0,Female,53.0,African-American,30.0,0.0,0.0,0.0,0.0,
4694,Lee,Mike,115.0,2017.0,UT,Senate,State-Wide,Republican,2010.0,Male,4.0,Caucasian,45.0,2.0,1.0,0.0,0.0,
4695,Lesko,Debbie,115.0,2017.0,AZ,House of Representative,8.0,Republican,2018.0,Female,9.0,Caucasian,2.0,1.0,1.0,1.0,1.0,
4696,Levin,Sander,115.0,2017.0,MI,House of Representative,9.0,Democrat,1982.0,Male,14.0,Caucasian,8.0,0.0,0.0,0.0,0.0,
4697,Lewis,Jason,115.0,2017.0,MN,House of Representative,2.0,Republican,2016.0,Male,8.0,Caucasian,9.0,1.0,3.0,3.0,1.0,
4698,Lewis,John,115.0,2017.0,GA,House of Representative,5.0,Democrat,1986.0,Male,14.0,African-American,33.0,0.0,1.0,1.0,1.0,
4699,Lieu,Ted,115.0,2017.0,CA,House of Representative,33.0,Democrat,2014.0,Male,53.0,Asian-American,29.0,2.0,2.0,1.0,0.0,
4700,Lipinski,Daniel,115.0,2017.0,IL,House of Representative,3.0,Democrat,2004.0,Male,18.0,Caucasian,19.0,2.0,2.0,1.0,0.0,
4701,LoBiondo,Frank,115.0,2017.0,NJ,House of Representative,2.0,Republican,1994.0,Male,12.0,Caucasian,7.0,2.0,2.0,2.0,2.0,
4702,Loebsack,David,115.0,2017.0,IA,House of Representative,2.0,Democrat,2006.0,Male,4.0,Caucasian,19.0,0.0,0.0,0.0,0.0,
4703,Lofgren,Zoe,115.0,2017.0,CA,House of Representative,19.0,Democrat,1994.0,Female,53.0,Caucasian,16.0,0.0,0.0,0.0,0.0,
4704,Long,Billy,115.0,2017.0,MO,House of Representative,7.0,Republican,2010.0,Male,8.0,Caucasian,12.0,0.0,0.0,0.0,0.0,
4705,Loudermilk,Barry,115.0,2017.0,GA,House of Representative,11.0,Republican,2014.0,Male,14.0,Caucasian,10.0,4.0,5.0,3.0,0.0,
4706,Love,Mia,115.0,2017.0,UT,House of Representative,4.0,Republican,2014.0,Female,4.0,African-American,20.0,4.0,4.0,4.0,0.0,
4707,Lowenthal,Alan,115.0,2017.0,CA,House of Representative,47.0,Democrat,2012.0,Male,53.0,Caucasian,9.0,0.0,0.0,0.0,0.0,
4708,Lowey,Nita,115.0,2017.0,NY,House of Representative,17.0,Democrat,1988.0,Female,27.0,Caucasian,18.0,1.0,2.0,2.0,2.0,
4709,Lucas,Frank,115.0,2017.0,OK,House of Representative,3.0,Republican,1994.0,Male,5.0,Caucasian,5.0,3.0,4.0,4.0,1.0,
4710,Luetkemeyer,Blaine,115.0,2017.0,MO,House of Representative,3.0,Republican,2008.0,Male,8.0,Caucasian,19.0,8.0,8.0,4.0,1.0,
4711,Lujan,Ben,115.0,2017.0,NM,House of Representative,3.0,Democrat,2008.0,Male,3.0,Latino/a,43.0,2.0,1.0,1.0,0.0,
4712,Lujan Grisham,Michelle,115.0,2017.0,NM,House of Representative,1.0,Democrat,2012.0,Female,3.0,Latino/a,38.0,0.0,0.0,0.0,0.0,
4713,Lynch,Stephen,115.0,2017.0,MA,House of Representative,8.0,Democrat,2001.0,Male,9.0,Caucasian,19.0,4.0,5.0,4.0,2.0,
4714,MacArthur,Thomas,115.0,2017.0,NJ,House of Representative,3.0,Republican,2014.0,Male,12.0,Caucasian,24.0,4.0,6.0,4.0,2.0,
4715,Maloney,Carolyn,115.0,2017.0,NY,House of Representative,12.0,Democrat,1992.0,Female,27.0,Caucasian,41.0,1.0,1.0,1.0,0.0,
4716,Maloney,Sean,115.0,2017.0,NY,House of Representative,18.0,Democrat,2012.0,Male,27.0,Caucasian,35.0,1.0,0.0,0.0,0.0,
4717,Manchin,Joe,115.0,2017.0,WV,Senate,State-Wide,Democrat,2010.0,Male,3.0,Caucasian,30.0,6.0,5.0,2.0,0.0,
4718,Marchant,Kenny,115.0,2017.0,TX,House of Representative,24.0,Republican,2004.0,Male,36.0,Caucasian,16.0,2.0,2.0,1.0,0.0,
4719,Marino,Tom,115.0,2017.0,PA,House of Representative,10.0,Republican,2010.0,Male,18.0,Caucasian,23.0,4.0,4.0,3.0,2.0,
4720,Markey,Edward,115.0,2017.0,MA,Senate,State-Wide,Democrat,2013.0,Male,9.0,Caucasian,69.0,5.0,1.0,1.0,0.0,
4721,Marshall,Roger,115.0,2017.0,KS,House of Representative,1.0,Republican,2016.0,Male,4.0,Caucasian,10.0,3.0,3.0,2.0,0.0,
4722,Massie,Thomas,115.0,2017.0,KY,House of Representative,4.0,Republican,2012.0,Male,6.0,Caucasian,8.0,1.0,1.0,0.0,0.0,
4723,Mast,Brian,115.0,2017.0,FL,House of Representative,18.0,Republican,2016.0,Male,27.0,Caucasian,18.0,4.0,4.0,2.0,1.0,
4724,Matsui,Doris,115.0,2017.0,CA,House of Representative,6.0,Democrat,2005.0,Female,53.0,Asian-American,7.0,1.0,1.0,0.0,0.0,
4725,McCain,John,115.0,2017.0,AZ,Senate,State-Wide,Republican,1986.0,Male,9.0,Caucasian,20.0,6.0,7.0,3.0,2.0,
4726,McCarthy,Kevin,115.0,2017.0,CA,House of Representative,23.0,Republican,2006.0,Male,53.0,Caucasian,10.0,2.0,5.0,5.0,3.0,
4727,McCaskill,Claire,115.0,2017.0,MO,Senate,State-Wide,Democrat,2006.0,Female,8.0,Caucasian,50.0,15.0,15.0,7.0,1.0,
4728,McCaul,Michael,115.0,2017.0,TX,House of Representative,10.0,Republican,2004.0,Male,36.0,Caucasian,29.0,11.0,13.0,11.0,3.0,
4729,McClintock,Tom,115.0,2017.0,CA,House of Representative,4.0,Republican,2008.0,Male,53.0,Caucasian,8.0,4.0,5.0,3.0,1.0,
4730,McCollum,Betty,115.0,2017.0,MN,House of Representative,4.0,Democrat,2000.0,Female,8.0,Caucasian,6.0,0.0,0.0,0.0,0.0,
4731,McConnell,Mitch,115.0,2017.0,KY,Senate,State-Wide,Republican,1984.0,Male,6.0,Caucasian,10.0,2.0,1.0,1.0,0.0,
4732,McEachin,Donald,115.0,2017.0,VA,House of Representative,4.0,Democrat,2016.0,Male,11.0,African-American,14.0,0.0,0.0,0.0,0.0,
4733,McGovern,James,115.0,2017.0,MA,House of Representative,2.0,Democrat,1996.0,Male,9.0,Caucasian,10.0,1.0,1.0,1.0,1.0,
4734,McHenry,Patrick,115.0,2017.0,NC,House of Representative,10.0,Republican,2004.0,Male,13.0,Caucasian,11.0,3.0,3.0,2.0,0.0,
4735,McKinley,David,115.0,2017.0,WV,House of Representative,1.0,Republican,2010.0,Male,3.0,Caucasian,31.0,4.0,4.0,4.0,1.0,
4736,McMorris Rodgers,Cathy,115.0,2017.0,WA,House of Representative,5.0,Republican,2004.0,Female,10.0,Caucasian,17.0,5.0,5.0,4.0,1.0,
4737,McNerney,Jerry,115.0,2017.0,CA,House of Representative,9.0,Democrat,2006.0,Male,53.0,Caucasian,20.0,2.0,2.0,1.0,0.0,
4738,McSally,Martha,115.0,2017.0,AZ,House of Representative,2.0,Republican,2014.0,Female,9.0,Caucasian,27.0,9.0,13.0,11.0,0.0,
4739,Meadows,Mark,115.0,2017.0,NC,House of Representative,11.0,Republican,2012.0,Male,13.0,Caucasian,43.0,5.0,5.0,0.0,0.0,
4740,Meehan,Patrick,115.0,2017.0,PA,House of Representative,7.0,Republican,2010.0,Male,18.0,Caucasian,12.0,0.0,0.0,0.0,0.0,
4741,Meeks,Gregory,115.0,2017.0,NY,House of Representative,5.0,Democrat,1998.0,Male,27.0,African-American,13.0,2.0,2.0,0.0,0.0,
4742,Menendez,Robert,115.0,2017.0,NJ,Senate,State-Wide,Democrat,2006.0,Male,12.0,Latino/a,56.0,8.0,6.0,3.0,1.0,
4743,Meng,Grace,115.0,2017.0,NY,House of Representative,6.0,Democrat,2012.0,Female,27.0,Asian-American,47.0,0.0,2.0,2.0,0.0,
4744,Merkley,Jeff,115.0,2017.0,OR,Senate,State-Wide,Democrat,2008.0,Male,5.0,Caucasian,49.0,5.0,4.0,3.0,1.0,
4745,Messer,Luke,115.0,2017.0,IN,House of Representative,6.0,Republican,2012.0,Male,9.0,Caucasian,37.0,3.0,2.0,2.0,0.0,
4746,Mitchell,Paul,115.0,2017.0,MI,House of Representative,10.0,Republican,2016.0,Male,14.0,Caucasian,8.0,3.0,3.0,2.0,1.0,
4747,Moolenaar,John,115.0,2017.0,MI,House of Representative,4.0,Republican,2014.0,Male,14.0,Caucasian,4.0,1.0,2.0,2.0,1.0,
4748,Mooney,Alex,115.0,2017.0,WV,House of Representative,2.0,Republican,2014.0,Male,3.0,Caucasian,15.0,2.0,2.0,0.0,0.0,
4749,Moore,Gwen,115.0,2017.0,WI,House of Representative,4.0,Democrat,2004.0,Female,8.0,African-American,22.0,2.0,2.0,1.0,1.0,
4750,Moran,Jerry,115.0,2017.0,KS,Senate,State-Wide,Republican,2010.0,Male,4.0,Caucasian,31.0,8.0,7.0,2.0,1.0,
4751,Morelle,Joseph,115.0,2017.0,NY,House of Representative,25.0,Democrat,2018.0,Male,27.0,Caucasian,1.0,0.0,1.0,1.0,0.0,
4752,Moulton,Seth,115.0,2017.0,MA,House of Representative,6.0,Democrat,2014.0,Male,9.0,Caucasian,17.0,2.0,3.0,2.0,2.0,
4753,Mullin,Markwayne,115.0,2017.0,OK,House of Representative,2.0,Republican,2012.0,Male,5.0,American-Indian,22.0,3.0,3.0,3.0,1.0,
4754,Murkowski,Lisa,115.0,2017.0,AK,Senate,State-Wide,Republican,2002.0,Female,1.0,Caucasian,51.0,19.0,17.0,7.0,1.0,
4755,Murphy,Tim,115.0,2017.0,PA,House of Representative,18.0,Republican,2002.0,Male,18.0,Caucasian,3.0,2.0,1.0,0.0,0.0,
4756,Murphy,Stephanie,115.0,2017.0,FL,House of Representative,7.0,Democrat,2016.0,Female,27.0,Asian-American,16.0,2.0,3.0,3.0,2.0,
4757,Murphy,Christopher,115.0,2017.0,CT,Senate,State-Wide,Democrat,2012.0,Male,5.0,Caucasian,30.0,2.0,1.0,0.0,0.0,
4758,Murray,Patty,115.0,2017.0,WA,Senate,State-Wide,Democrat,1992.0,Female,10.0,Caucasian,32.0,2.0,0.0,0.0,0.0,
4759,Nadler,Jerrold,115.0,2017.0,NY,House of Representative,10.0,Democrat,1992.0,Male,27.0,Caucasian,20.0,2.0,1.0,1.0,0.0,
4760,Napolitano,Grace,115.0,2017.0,CA,House of Representative,32.0,Democrat,1998.0,Female,53.0,Latino/a,4.0,0.0,0.0,0.0,0.0,
4761,Neal,Richard,115.0,2017.0,MA,House of Representative,1.0,Democrat,1988.0,Male,9.0,Caucasian,16.0,1.0,2.0,1.0,1.0,
4762,Nelson,Bill,115.0,2017.0,FL,Senate,State-Wide,Democrat,2000.0,Male,27.0,Caucasian,60.0,6.0,5.0,5.0,2.0,
4763,Newhouse,Dan,115.0,2017.0,WA,House of Representative,4.0,Republican,2014.0,Male,10.0,Caucasian,11.0,4.0,5.0,3.0,1.0,
4764,Noem,Kristi,115.0,2017.0,SD,House of Representative,1.0,Republican,2010.0,Female,1.0,Caucasian,33.0,5.0,6.0,5.0,0.0,
4765,Nolan,Richard,115.0,2017.0,MN,House of Representative,8.0,Democrat,2012.0,Male,8.0,Caucasian,19.0,3.0,3.0,3.0,0.0,
4766,Norcross,Donald,115.0,2017.0,NJ,House of Representative,1.0,Democrat,2012.0,Male,12.0,Caucasian,10.0,0.0,0.0,0.0,0.0,
4767,Norman,Ralph,115.0,2017.0,SC,House of Representative,5.0,Republican,2017.0,Male,7.0,Caucasian,25.0,3.0,2.0,2.0,1.0,
4768,Norton,Eleanor,115.0,2017.0,DC,House of Representative,1.0,Democrat,1990.0,Female,1.0,African-American,72.0,7.0,4.0,3.0,1.0,
4769,Nunes,Devin,115.0,2017.0,CA,House of Representative,22.0,Republican,2002.0,Male,53.0,Latino/a,11.0,7.0,7.0,4.0,0.0,
4770,O'Halleran,Tom,115.0,2017.0,AZ,House of Representative,1.0,Democrat,2016.0,Male,9.0,Caucasian,19.0,2.0,2.0,1.0,1.0,
4771,O'Rourke,Beto,115.0,2017.0,TX,House of Representative,16.0,Democrat,2012.0,Male,36.0,Caucasian,25.0,2.0,0.0,0.0,0.0,
4772,Olson,Pete,115.0,2017.0,TX,House of Representative,22.0,Republican,2008.0,Male,36.0,Caucasian,13.0,3.0,4.0,3.0,1.0,
4773,Palazzo,Steven,115.0,2017.0,MS,House of Representative,4.0,Republican,2010.0,Male,4.0,Caucasian,10.0,1.0,1.0,1.0,1.0,
4774,Pallone,Frank,115.0,2017.0,NJ,House of Representative,6.0,Democrat,1992.0,Male,12.0,Caucasian,28.0,3.0,3.0,2.0,0.0,
4775,Palmer,Gary,115.0,2017.0,AL,House of Representative,6.0,Republican,2014.0,Male,7.0,Caucasian,9.0,3.0,3.0,2.0,1.0,
4776,Panetta,Jimmy,115.0,2017.0,CA,House of Representative,20.0,Democrat,2016.0,Male,53.0,Caucasian,11.0,1.0,1.0,1.0,0.0,
4777,Pascrell,Bill,115.0,2017.0,NJ,House of Representative,9.0,Democrat,1996.0,Male,12.0,Caucasian,12.0,1.0,2.0,2.0,1.0,
4778,Paul,Rand,115.0,2017.0,KY,Senate,State-Wide,Republican,2010.0,Male,6.0,Caucasian,40.0,1.0,1.0,0.0,0.0,
4779,Paulsen,Erik,115.0,2017.0,MN,House of Representative,3.0,Republican,2008.0,Male,8.0,Caucasian,43.0,8.0,9.0,4.0,0.0,
4780,Payne,Donald,115.0,2017.0,NJ,House of Representative,10.0,Democrat,2012.0,Male,12.0,African-American,11.0,2.0,3.0,3.0,0.0,
4781,Pearce,Stevan,115.0,2017.0,NM,House of Representative,2.0,Republican,2010.0,Male,3.0,Caucasian,21.0,5.0,5.0,0.0,0.0,
4782,Pelosi,Nancy,115.0,2017.0,CA,House of Representative,12.0,Democrat,1987.0,Female,53.0,Caucasian,1.0,0.0,0.0,0.0,0.0,
4783,Perdue,David,115.0,2017.0,GA,Senate,State-Wide,Republican,2014.0,Male,14.0,Caucasian,17.0,3.0,2.0,2.0,1.0,
4784,Perlmutter,Ed,115.0,2017.0,CO,House of Representative,7.0,Democrat,2006.0,Male,7.0,Caucasian,9.0,0.0,1.0,1.0,0.0,
4785,Perry,Scott,115.0,2017.0,PA,House of Representative,4.0,Republican,2012.0,Male,18.0,Caucasian,17.0,5.0,6.0,4.0,1.0,
4786,Peters,Scott,115.0,2017.0,CA,House of Representative,52.0,Democrat,2012.0,Male,53.0,Caucasian,18.0,3.0,3.0,2.0,0.0,
4787,Peters,Gary,115.0,2017.0,MI,Senate,State-Wide,Democrat,2014.0,Male,14.0,Caucasian,37.0,11.0,9.0,5.0,2.0,
4788,Peterson,Collin,115.0,2017.0,MN,House of Representative,7.0,Democrat,1990.0,Male,8.0,Caucasian,9.0,2.0,2.0,0.0,0.0,
4789,Pingree,Chellie,115.0,2017.0,ME,House of Representative,1.0,Democrat,2008.0,Female,2.0,Caucasian,11.0,3.0,2.0,2.0,0.0,
