id,Name,ID,ALIGN,EYE,HAIR,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
5066,Telman Davies (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"1966, September",1966.0
5067,Brains Beldon (Earth-One),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"1962, March",1962.0
5068,William Dawson (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"1962, March",1962.0
5069,Trata (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"1946, May",1946.0
5070,Clive (New Earth),Public Identity,Bad Characters,Unknown or None,White Hair,Deceased Characters,2.0,"2011, March",2011.0
5071,Elijah (New Earth),Public Identity,Bad Characters,Unknown or None,White Hair,Deceased Characters,2.0,"2010, October",2010.0
5072,Malia (New Earth),Public Identity,Bad Characters,Unknown or None,White Hair,Living Characters,2.0,"2010, January",2010.0
5073,Solomon Perggia (New Earth),Public Identity,Bad Characters,Unknown or None,White Hair,Deceased Characters,2.0,"1994, June",1994.0
5074,Conrad Bloch (New Earth),Public Identity,Bad Characters,Unknown or None,White Hair,Deceased Characters,2.0,"1981, March",1981.0
5075,Rayhan Mazin (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,2.0,"2011, July",2011.0
5076,Kathryn Monaghan (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Deceased Characters,2.0,"1999, March",1999.0
5077,Trafalgo (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,2.0,1999.0,1999.0
5078,Zolog (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,2.0,1999.0,1999.0
5079,Kenneth Wayne (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Deceased Characters,2.0,"1997, October",1997.0
5080,Darius Wayne (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,2.0,"1989, May",1989.0
5081,Salima Baranizar (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Deceased Characters,2.0,"1988, January",1988.0
5082,Luri Hoshid (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,2.0,"1986, May",1986.0
5083,Makaira (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,2.0,"1986, February",1986.0
5084,Martin Kramer (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Deceased Characters,2.0,"1986, May",1986.0
5085,Peter Farley (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,2.0,"1984, January",1984.0
5086,Ralph Jackson (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Deceased Characters,2.0,"1945, March",1945.0
5087,Henry Hackenbacker (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,2.0,"2011, March",2011.0
5088,Harris D. Ledbetter (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Deceased Characters,2.0,"2005, April",2005.0
5089,Jon Riksson (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,2.0,"1992, August",1992.0
5090,Magnar (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Deceased Characters,2.0,"1972, March",1972.0
5091,Henri Ducart (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,2.0,"2010, May",2010.0
5092,Alkistis (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,2.0,"2009, December",2009.0
5093,Melinda Spyros (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,2.0,"2004, December",2004.0
5094,Kobe Asuru (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,2.0,"2003, September",2003.0
5095,Saraday (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,2.0,"2000, July",2000.0
5096,Henry Lee Jordan (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,2.0,"1999, September",1999.0
5097,Cesare Sabatini (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,2.0,"1992, July",1992.0
5098,Benjamin Lindgren (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,2.0,"1986, May",1986.0
5099,Jason Jordan (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,2.0,"1978, October",1978.0
5100,Carter Nichols (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,2.0,,
5101,Susan Kent (New Earth),Public Identity,Good Characters,Unknown or None,Grey Hair,Living Characters,2.0,"1996, February",1996.0
5102,Marcus Teman (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2011, May",2011.0
5103,Samuel Aerons (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2009, October",2009.0
5104,Primat (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2008, July",2008.0
5105,Peredur (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2005, May",2005.0
5106,David Davies (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2004, December",2004.0
5107,Arel (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,2.0,"1995, December",1995.0
5108,Elbiam (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,2.0,"1995, December",1995.0
5109,Lumiun (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,2.0,"1995, December",1995.0
5110,Marsosh (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,2.0,"1995, December",1995.0
5111,Ribalvei (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,2.0,"1995, December",1995.0
5112,Voldar (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,2.0,"1995, December",1995.0
5113,Madame Nature (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,2.0,"1989, April",1989.0
5114,Marie (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,2.0,"1989, June",1989.0
5115,Edward Lawton (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,2.0,"1988, December",1988.0
5116,Bruks (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,2.0,1987.0,1987.0
5117,Shingo Wol (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,2.0,1987.0,1987.0
5118,Ulysses Trevor (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,2.0,"1987, October",1987.0
5119,Kwo Varrikk (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,2.0,"1984, June",1984.0
5120,Ard Rennat (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,2.0,"1983, September",1983.0
5121,Mitchell Dover (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,2.0,"1966, January",1966.0
5122,Elena Leal (New Earth),Public Identity,Good Characters,Unknown or None,White Hair,Living Characters,2.0,,
5123,Ak-Var (New Earth),Public Identity,Neutral Characters,Unknown or None,Blond Hair,Deceased Characters,2.0,"2009, August",2009.0
5124,Emily Washburn (New Earth),Public Identity,Neutral Characters,Unknown or None,Blond Hair,Living Characters,2.0,"1997, June",1997.0
5125,Charles Chase (New Earth),Public Identity,Neutral Characters,Unknown or None,Grey Hair,Living Characters,2.0,"1984, January",1984.0
5126,Tes Ak-Var (New Earth),Public Identity,Neutral Characters,Unknown or None,Red Hair,Deceased Characters,2.0,"2009, August",2009.0
5127,Miles Lydecker (New Earth),Public Identity,Neutral Characters,Unknown or None,Red Hair,Living Characters,2.0,"1992, July",1992.0
5128,Gerald McWilliams (New Earth),Public Identity,Neutral Characters,Unknown or None,Unknown or None,Deceased Characters,2.0,"1996, April",1996.0
5129,Rebecca Muldoon (New Earth),Public Identity,Unknown or None,Unknown or None,Black Hair,Living Characters,2.0,"2003, April",2003.0
5130,Derek Reston (New Earth),Public Identity,Unknown or None,Unknown or None,Black Hair,Living Characters,2.0,"1982, July",1982.0
5131,Georgia Sivana (New Earth),Public Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,2.0,"2006, November",2006.0
5132,"Thaddeus Sivana, Jr. (New Earth)",Public Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,2.0,"2006, November",2006.0
5133,Jarrett Parker (New Earth),Public Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,2.0,"1988, March",1988.0
5134,William Slout (New Earth),Public Identity,Unknown or None,Unknown or None,Grey Hair,Living Characters,2.0,"2006, October",2006.0
5135,Gabriel Santo (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,2.0,"2009, November",2009.0
5136,Micro (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,2.0,"2007, October",2007.0
5137,Harvest I (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,2.0,"2005, February",2005.0
5138,Scorcher IV (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,2.0,"2002, May",2002.0
5139,Princess Maru (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,2.0,"2001, September",2001.0
5140,Blue Ice (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Deceased Characters,2.0,"2000, March",2000.0
5141,Calvin Broderick (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Deceased Characters,2.0,"2000, March",2000.0
5142,Doctor Echo (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Deceased Characters,2.0,"2000, March",2000.0
5143,Flex II (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,2.0,"1998, February",1998.0
5144,Jaculi II (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Deceased Characters,2.0,"1988, September",1988.0
5145,Chance (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,2.0,"1983, August",1983.0
5146,Colonel Blimp (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,2.0,"1982, October",1982.0
5147,Captain Demo (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,2.0,"1975, October",1975.0
5148,Magi (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,2.0,,
5149,Druid (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,2.0,,
5150,Jonathan Banks (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,2.0,"2008, June",2008.0
5151,Major Victory IV (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,2.0,"2007, March",2007.0
5152,Aftermath (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Deceased Characters,2.0,"2005, January",2005.0
5153,Megafire (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Deceased Characters,2.0,"1994, April",1994.0
5154,Blynde (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,2.0,"1993, May",1993.0
5155,Blockhouse II (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,2.0,"1992, January",1992.0
5156,Ernest Franklin (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,2.0,"1991, June",1991.0
5157,Samuel Toth (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,2.0,"1981, March",1981.0
5158,Daniel Kingdom (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,2.0,"1974, November",1974.0
5159,Dregz (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,2.0,"2009, February",2009.0
5160,Fireball II (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,2.0,"2006, October",2006.0
5161,Zara (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,2.0,"2001, September",2001.0
5162,Lizard King (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,2.0,"1996, November",1996.0
5163,Jolt II (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,2.0,"1992, January",1992.0
5164,Rhodri Llewelyn (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,2.0,"1992, September",1992.0
5165,Ravager II (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,2.0,"1989, October",1989.0
5166,Dropded (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,2.0,"1986, June",1986.0
5167,Alianna Hubbard (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,2.0,"1978, June",1978.0
5168,Cossack (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,2.0,"1978, January",1978.0
5169,Howard Crane (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,2.0,"1963, May",1963.0
5170,Crone (New Earth),Secret Identity,Bad Characters,Unknown or None,Grey Hair,Living Characters,2.0,,
5171,Witchazel (New Earth),Secret Identity,Bad Characters,Unknown or None,Purple Hair,Living Characters,2.0,"2005, November",2005.0
5172,Korrigan (New Earth),Secret Identity,Bad Characters,Unknown or None,Red Hair,Living Characters,2.0,"2011, February",2011.0
5173,Big Game (New Earth),Secret Identity,Bad Characters,Unknown or None,Red Hair,Deceased Characters,2.0,"2009, May",2009.0
5174,Spin Doctor I (New Earth),Secret Identity,Bad Characters,Unknown or None,Red Hair,Deceased Characters,2.0,"2006, November",2006.0
5175,Thunder II (New Earth),Secret Identity,Bad Characters,Unknown or None,Strawberry Blond Hair,Living Characters,2.0,"1988, February",1988.0
5176,Figment (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2011, July",2011.0
5177,Id (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2011, February",2011.0
5178,Lewis Bayard (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2011, May",2011.0
5179,Miranda (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2011, July",2011.0
5180,Organ Grinder (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2011, January",2011.0
5181,Tiger Shark (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2011, August",2011.0
5182,Brute IV (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2010, October",2010.0
5183,Dark Druid (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2010, December",2010.0
5184,Edward English (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2010, March",2010.0
5185,Pisces (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2010, October",2010.0
5186,Spike II (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2010, October",2010.0
5187,Ace of Clubs III (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2009, October",2009.0
5188,Ace of Diamonds II (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2009, October",2009.0
5189,Ace of Hearts II (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2009, October",2009.0
5190,Deadcoil (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2009, January",2009.0
5191,Cunningham (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,2.0,"2007, March",2007.0
5192,Manhunter Lud (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2007, November",2007.0
5193,Badlands (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2006, January",2006.0
5194,Bottom Feeder (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2006, September",2006.0
5195,Fright Knight (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2006, January",2006.0
5196,Monsoon II (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2006, January",2006.0
5197,Mug (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,2.0,"2006, January",2006.0
